link,budget,opening_weekend_gross,box_office_gross,studio,mpaa_rating
https://www.imdb.com/title/tt1396484/,"$35,000,000","$123,403,419","$701,796,444",New Line Cinema,R
https://www.imdb.com/title/tt3077108/,,"$19,114","$123,699",Parkville Pictures,Not Rated
https://www.imdb.com/title/tt6751668/,"$11,400,000","$393,216","$258,854,666",Barunson E&A,R
https://www.imdb.com/title/tt2446980/,"$60,000,000","$17,015,168","$101,134,059",Fox 2000 Pictures,PG-13
https://www.imdb.com/title/tt2352802/,,,,Gather Films,Not Rated
https://www.imdb.com/title/tt3612126/,"$10,000,000","$11,404,113","$49,511,319",Screen Gems,R
https://www.imdb.com/title/tt1398428/,"$500,000",,,Points North Films,R
https://www.imdb.com/title/tt1321509/,"$21,000,000","$16,217,540","$49,050,886",Screen Gems,R
https://www.imdb.com/title/tt6333060/,,,,Alex Productions,TV-MA
https://www.imdb.com/title/tt5462602/,"$5,000,000","$421,577","$56,411,585",Apatow Productions,R
https://www.imdb.com/title/tt5990342/,,,,Beachside Films,TV-MA
https://www.imdb.com/title/tt5941692/,"$15,000,000","$6,864,744","$15,383,580",Canana Films,PG-13
https://www.imdb.com/title/tt2125435/,"$1,800,000","$169,702","$21,107,746",Cinereach,PG-13
https://www.imdb.com/title/tt6595896/,,,"$37,552,144",Oriental Light and Magic (OLM),PG
https://www.imdb.com/title/tt2170427/,"$3,000,000",,"$23,627",Compadre Entertainment,R
https://www.imdb.com/title/tt6433880/,,"$52,588","$673,523",Blazing Griffin,R
https://www.imdb.com/title/tt1253864/,"$75,000,000","$32,206,425","$226,904,017",Relativity Media,R
https://www.imdb.com/title/tt11394332/,,"$20,480","$43,840",Dreamcrew,Not Rated
https://www.imdb.com/title/tt5104604/,,"$1,620,294","$64,284,100",Indian Paintbrush,PG-13
https://www.imdb.com/title/tt2401715/,,"$8,013","$3,952,097",Summerstorm Entertainment,R
https://www.imdb.com/title/tt1753968/,,,,Dickhouse Productions,Unrated
https://www.imdb.com/title/tt1235522/,"$35,000,000","$8,268,908","$34,737,199",Emmett/Furla/Oasis Films (EFO Films),R
https://www.imdb.com/title/tt5795086/,,"$32,980","$200,340",Film Science,R
https://www.imdb.com/title/tt1244659/,"$31,000,000","$6,012,594","$15,134,293",CBS Films,PG
https://www.imdb.com/title/tt3300980/,,,"$9,567,121",Nordisk Film Production AS,Unrated
https://www.imdb.com/title/tt1015471/,"$1,000,000","$5,264","$6,870",Cine Mosaic,PG-13
https://www.imdb.com/title/tt2870648/,,"$222,500","$23,706,386",Film4,R
https://www.imdb.com/title/tt2990140/,,,,1492 Pictures,PG
https://www.imdb.com/title/tt0790724/,"$60,000,000","$15,210,156","$218,340,595",Paramount Pictures,PG-13
https://www.imdb.com/title/tt1878870/,"$9,000,000","$4,754,215","$19,370,020",Gracie Films,R
https://www.imdb.com/title/tt2218003/,"$15,000,000","$2,464,931","$6,331,939",Focus Features,R
https://www.imdb.com/title/tt1621045/,"$12,000,000","$33,636,303","$96,070,507",Screen Gems,PG-13
https://www.imdb.com/title/tt0948470/,"$230,000,000","$62,004,688","$757,930,663",Columbia Pictures,PG-13
https://www.imdb.com/title/tt0963966/,"$150,000,000","$17,619,622","$215,283,742",Walt Disney Pictures,PG
https://www.imdb.com/title/tt2085910/,,"$29,693","$367,406",Highland Park Classics,Not Rated
https://www.imdb.com/title/tt8510488/,,,,Advantage Entertainment,TV-PG
https://www.imdb.com/title/tt1439572/,,"$1,567","$933,352",BBC Films,R
https://www.imdb.com/title/tt7737734/,,"$1,194","$7,385",Rooks Nest Entertainment,Unrated
https://www.imdb.com/title/tt1334553/,"$500,000","$7,505","$453,708",Stacey Testro International,R
https://www.imdb.com/title/tt7772582/,,"$16,285","$299,588",PASTEL,PG-13
https://www.imdb.com/title/tt2952602/,"$25,000,000","$58,664","$24,070,765",Emperor Film Production,Not Rated
https://www.imdb.com/title/tt1230168/,"$15,000,000","$2,591,985","$6,423,605",Disruption Entertainment,PG-13
https://www.imdb.com/title/tt2097331/,,"$14,506","$649,555",Aggregate Films,R
https://www.imdb.com/title/tt3501632/,"$180,000,000","$122,744,989","$853,983,911",Walt Disney Pictures,PG-13
https://www.imdb.com/title/tt1791614/,,"$12,940","$28,378",Permut Presentations,Not Rated
https://www.imdb.com/title/tt1204342/,"$45,000,000","$29,239,026","$165,184,237",Walt Disney Pictures,PG
https://www.imdb.com/title/tt1233301/,"$25,000,000",,"$5,151,023",Mythic International Entertainment,R
https://www.imdb.com/title/tt1598873/,"£2,000,000",,"$79,664",The UK Film Studio,Not Rated
https://www.imdb.com/title/tt4877122/,"$50,000,000","$24,531,923","$217,776,646",Columbia Pictures,PG
https://www.imdb.com/title/tt9534808/,"$3,000,000",,,7Heaven Productions,Not Rated
https://www.imdb.com/title/tt5843780/,,"$6,349","$61,789",Sweet Unknown Studios,Not Rated
https://www.imdb.com/title/tt1572491/,"€7,000,000","$4,757","$3,604,598",Tornasol Films,R
https://www.imdb.com/title/tt1462900/,"$38,600,000","$132,617","$73,906,736",Block 2 Pictures,PG-13
https://www.imdb.com/title/tt1270761/,"$25,000,000","$8,525,728","$38,269,529",Miramax,R
https://www.imdb.com/title/tt5068162/,,"$2,599","$1,417,047",Hurricane Films,PG-13
https://www.imdb.com/title/tt4964788/,"€10,000,000","$71,207","$19,176,163",Memento Films Production,R
https://www.imdb.com/title/tt0816711/,"$190,000,000","$66,411,834","$540,007,876",Paramount Pictures,PG-13
https://www.imdb.com/title/tt3794354/,"$85,000,000","$58,018,348","$319,715,683",Paramount Pictures,PG
https://www.imdb.com/title/tt2436046/,,,"$1,994,944",Nimbus Film Productions,PG
https://www.imdb.com/title/tt1491044/,"$10,000,000","$87,946","$4,552,970",Bleiberg Entertainment,R
https://www.imdb.com/title/tt3027644/,,,,Kilburn Media,Not Rated
https://www.imdb.com/title/tt4844148/,,"$192,816","$35,487,190",Galatée Films,PG
https://www.imdb.com/title/tt5881528/,,"$20,291","$323,235",Strophic Productions Limited,R
https://www.imdb.com/title/tt2679042/,"$35,000,000","$8,326,530","$82,347,656",Twentieth Century Fox,R
https://www.imdb.com/title/tt5721088/,"$22,000,000","$3,201,459","$7,634,022",Broad Green Pictures,PG-13
https://www.imdb.com/title/tt10482504/,,"$1,110","$240,165",Revolution Films,Not Rated
https://www.imdb.com/title/tt1103273/,,"$6,702","$14,351",Occupant Entertainment,R
https://www.imdb.com/title/tt1588173/,"$35,000,000","$20,353,967","$116,980,662",Summit Entertainment,PG-13
https://www.imdb.com/title/tt3709552/,,,"$3,058",Vicarious Productions Limited,Not Rated
https://www.imdb.com/title/tt2005374/,"$27,220,000",,"$5,617,460",Grindstone Entertainment Group,R
https://www.imdb.com/title/tt2494376/,,,,Warner Bros. Animation,R
https://www.imdb.com/title/tt1374992/,"$60,000,000","$28,722","$22,187,813",Upside Down Films,PG-13
https://www.imdb.com/title/tt0770703/,"$20,000,000","$5,421,669","$30,426,096",New Regency Productions,R
https://www.imdb.com/title/tt2298394/,"$937,000",$606,"$4,198",Bethsabée Mucho,Unrated
https://www.imdb.com/title/tt1850457/,"$30,000,000","$13,922,855","$105,011,053",Little Stranger,R
https://www.imdb.com/title/tt5884052/,"$150,000,000","$54,365,242","$433,005,346",Warner Bros.,PG
https://www.imdb.com/title/tt3685236/,,,,Gary Sanchez Productions,TV-MA
https://www.imdb.com/title/tt1460743/,"$12,000,000",,"$13,388,204",Beijing Gallop Horse Film & TV Production,R
https://www.imdb.com/title/tt1790886/,"$95,000,000","$26,588,460","$104,907,746",Warner Bros.,R
https://www.imdb.com/title/tt1945084/,,,"$358,156",RADiUS-TWC,R
https://www.imdb.com/title/tt2570858/,"$1,000,000","$11,902","$185,147",Rook Films,Not Rated
https://www.imdb.com/title/tt2674426/,"$20,000,000","$18,723,269","$208,314,186",Metro-Goldwyn-Mayer (MGM),PG-13
https://www.imdb.com/title/tt7689906/,,"$118,697","$510,967",Department of Motion Pictures,R
https://www.imdb.com/title/tt2101383/,,"$60,551","$1,026,288",Dogwood Films,R
https://www.imdb.com/title/tt1657283/,,,"$8,775,693",Reel Deal Entertainment,PG-13
https://www.imdb.com/title/tt7256866/,,,,Happy Madison Productions,TV-14
https://www.imdb.com/title/tt5670152/,"$4,000,000","$3,941,338","$9,515,914",Summit Entertainment,R
https://www.imdb.com/title/tt2318625/,,"$14,067","$66,017",M7200 Productions,Not Rated
https://www.imdb.com/title/tt4602066/,"$14,000,000","$114,771","$953,953",PalmStar Media,R
https://www.imdb.com/title/tt7752126/,"$6,000,000","$7,845,658","$32,893,421",Screen Gems,R
https://www.imdb.com/title/tt0472181/,"$110,000,000","$35,611,637","$563,749,323",Columbia Pictures,PG
https://www.imdb.com/title/tt4459156/,"€7,500,000",,,Elsani Film,PG-13
https://www.imdb.com/title/tt7137846/,"$6,000,000","$17,630,285","$51,411,620",Will Packer Productions,PG-13
https://www.imdb.com/title/tt0974015/,"$300,000,000","$93,842,239","$657,926,987",Warner Bros.,PG-13
https://www.imdb.com/title/tt3076658/,"$35,000,000","$29,632,823","$173,567,581",Metro-Goldwyn-Mayer (MGM),PG-13
https://www.imdb.com/title/tt3906082/,,"$12,570","$2,096,600",BFI Film Fund,PG-13
https://www.imdb.com/title/tt1092634/,"$50,000,000","$26,604","$15,302,850",Phoenix Pictures,R
https://www.imdb.com/title/tt2975590/,"$250,000,000","$166,007,347","$873,637,528",Warner Bros.,PG-13
https://www.imdb.com/title/tt2088003/,"€8,500,000","$16,909","$7,455,398",Subzero Film Entertainment,PG-13
https://www.imdb.com/title/tt12274228/,,"$19,650","$31,053",Pretty People Pictures,Unrated
https://www.imdb.com/title/tt3882082/,"$10,000,000","$10,778,392","$73,929,392",Lakeshore Entertainment,PG-13
https://www.imdb.com/title/tt3896738/,,,"$234,419",Factor 30 Films,Not Rated
https://www.imdb.com/title/tt1929276/,,,"$6,357",Face Films,Not Rated
https://www.imdb.com/title/tt7681824/,,"$63,357","$434,743",Cinereach,R
https://www.imdb.com/title/tt8954732/,,,,Netflix,TV-PG
https://www.imdb.com/title/tt4779682/,"$130,000,000","$45,402,195","$530,259,473",Apelles Entertainment,PG-13
https://www.imdb.com/title/tt1498569/,"$8,000,000","$15,467","$2,518,012",Columbia Pictures,PG-13
https://www.imdb.com/title/tt1758692/,"$250,000","$123,140","$3,852,409",Paramount Vantage,PG-13
https://www.imdb.com/title/tt3522806/,"$40,000,000","$7,456,525","$125,729,635",Summit Entertainment,R
https://www.imdb.com/title/tt7461200/,,"$29,077","$403,852",23/34 Productions,R
https://www.imdb.com/title/tt6535880/,"$5,000,000",,"$2,243,353",Beck Woods,R
https://www.imdb.com/title/tt1536537/,,,"$27,975,429",Vendome Pictures,TV-MA
https://www.imdb.com/title/tt3567194/,,,"$6,625,303",Good Dog Enterprises,Not Rated
https://www.imdb.com/title/tt0857190/,"£3,000,000","$20,321","$7,708,312",Vertigo Films,R
https://www.imdb.com/title/tt1660379/,"€4,000,000","$4,766","$1,389,920",Les Films du Lendemain,Not Rated
https://www.imdb.com/title/tt1615918/,"$75,000,000","$23,244,744","$342,695,435",Fox 2000 Pictures,G
https://www.imdb.com/title/tt1881002/,,"$131,175","$1,663,165",Lionsgate,PG-13
https://www.imdb.com/title/tt9735470/,,"$21,555","$39,053",Automatik Entertainment,Unrated
https://www.imdb.com/title/tt1621039/,"$55,000,000","$15,805,237","$110,387,072",Reel FX Creative Studios,PG
https://www.imdb.com/title/tt6539992/,,"$15,141","$32,259",Blitz Films,R
https://www.imdb.com/title/tt6193424/,,"$40,875","$1,988,841",Revolution Films,Unrated
https://www.imdb.com/title/tt8997712/,,,,308 Ent,TV-14
https://www.imdb.com/title/tt2062700/,,"$50,559","$1,813,453",Buckeye Pictures,R
https://www.imdb.com/title/tt1836944/,"$4,000,000",,"$37,470",Lleju Productions,R
https://www.imdb.com/title/tt1714203/,"$5,000,000","$182,237","$8,518,634",Dimension Films,R
https://www.imdb.com/title/tt2313197/,"$3,500,000",,,Warner Premiere,PG-13
https://www.imdb.com/title/tt1408101/,"$190,000,000","$70,165,559","$467,365,246",Paramount Pictures,PG-13
https://www.imdb.com/title/tt4547056/,"£4,000,000",,"$4,086,096",BFI Film Fund,R
https://www.imdb.com/title/tt2417712/,,,"$124,875",No Trace Camping,R
https://www.imdb.com/title/tt3553976/,,"$93,824","$23,123,592",Electric City Entertainment,R
https://www.imdb.com/title/tt3488710/,"$35,000,000","$1,560,299","$61,181,942",Sony Pictures Entertainment (SPE),PG
https://www.imdb.com/title/tt3348730/,"$10,000,000","$16,640,452","$102,952,888",Twisted Pictures,R
https://www.imdb.com/title/tt6806448/,"$200,000,000","$60,038,950","$759,056,935",Chris Morgan Productions,PG-13
https://www.imdb.com/title/tt1632708/,"$35,000,000","$18,622,150","$149,542,245",Screen Gems,R
https://www.imdb.com/title/tt5027774/,"$15,000,000","$322,168","$160,192,267",Blueprint Pictures,R
https://www.imdb.com/title/tt3397918/,,,"$61,036",Studio ADI,R
https://www.imdb.com/title/tt1723124/,"£1,250,000",,$24,New Flesh Films,R
https://www.imdb.com/title/tt4765284/,"$45,000,000","$19,928,525","$185,400,345",Brownstone Entertainment (II),PG-13
https://www.imdb.com/title/tt2752200/,"€4,645,437","$4,607","$9,757,417",Mandarin Films,Not Rated
https://www.imdb.com/title/tt4481414/,"$7,000,000","$446,380","$43,069,254",Dayday Films,PG-13
https://www.imdb.com/title/tt3530978/,"€10,000,000",,"$3,832,684",Paco Cinematografica,Not Rated
https://www.imdb.com/title/tt5160938/,,"$47,580","$844,786",Powder Hound Pictures,R
https://www.imdb.com/title/tt1951181/,"$16,000,000","$44,064","$5,952,884",Worldview Entertainment,R
https://www.imdb.com/title/tt1976000/,"$31,000,000","$43,116","$13,551,951",Timnick Films,PG-13
https://www.imdb.com/title/tt5057140/,,,,Addictive Pictures,TV-MA
https://www.imdb.com/title/tt1667439/,,,"$132,505",Fluidity Films,Not Rated
https://www.imdb.com/title/tt1837636/,"$15,000,000",,"$1,592,853",Benaroya Pictures,PG-13
https://www.imdb.com/title/tt4680980/,,,,South Creek Pictures,Not Rated
https://www.imdb.com/title/tt1854564/,"$90,000,000","$14,401,054","$199,850,315",Fox 2000 Pictures,PG
https://www.imdb.com/title/tt7167602/,,,,DC Entertainment,R
https://www.imdb.com/title/tt6315800/,"$3,500,000",,,Warner Bros. Animation,PG-13
https://www.imdb.com/title/tt4882548/,"$8,000,000",,,Cinelou Films,PG-13
https://www.imdb.com/title/tt1540011/,"$5,000,000","$9,576,057","$45,173,154",Lionsgate,R
https://www.imdb.com/title/tt8329148/,,,"$4,376,635",TAT Productions,PG
https://www.imdb.com/title/tt2107861/,,,"$4,721,182",Vertigo Films,Not Rated
https://www.imdb.com/title/tt7816392/,"€6,000,000",,"$530,496",Labyrinthe Films,R
https://www.imdb.com/title/tt2674358/,"$28,000,000",,"$236,820",Apollo Media,R
https://www.imdb.com/title/tt9904802/,,,,Happy Hour Films,TV-14
https://www.imdb.com/title/tt5639898/,,"$2,505","$5,007",Cranium Entertainment,R
https://www.imdb.com/title/tt2503944/,"$20,000,000","$5,002,521","$36,606,743",3 Arts Entertainment,R
https://www.imdb.com/title/tt1661820/,"$5,000,000",,"$288,591",Kilburn Media,R
https://www.imdb.com/title/tt10208194/,,,"$3,126",Skellig Rock,Not Rated
https://www.imdb.com/title/tt8960138/,"€1,200,000","$243,508","$595,615",Play Entertainment,R
https://www.imdb.com/title/tt8652728/,"$6,000,000","$134,333","$2,570,331",BRON Studios,R
https://www.imdb.com/title/tt1922777/,"$3,000,000","$18,007,634","$82,515,113",Summit Entertainment,R
https://www.imdb.com/title/tt3808342/,"€1,500,000","$37,930","$6,659,121",Laokoon Filmgroup,R
https://www.imdb.com/title/tt1832382/,"$500,000","$59,481","$22,926,076",Asghar Farhadi Productions,PG-13
https://www.imdb.com/title/tt2873282/,"$69,000,000","$16,853,422","$151,572,634",Chernin Entertainment,R
https://www.imdb.com/title/tt1421051/,"$7,000,000","$119,086","$14,788,642",Focus Features,R
https://www.imdb.com/title/tt3201736/,"$2,500,000","$2,161,480","$6,424,420",Reserve Entertainment,PG
https://www.imdb.com/title/tt2776878/,"$20,000,000","$3,817,700","$9,995,692",Dreamworks Pictures,R
https://www.imdb.com/title/tt1847541/,,,,Kick Pictures,Not Rated
https://www.imdb.com/title/tt1645080/,,"$679,160","$1,892,130",Goldcrest Pictures,PG-13
https://www.imdb.com/title/tt0339736/,"$6,000,000",,,Supernova LLC,Not Rated
https://www.imdb.com/title/tt11388406/,,,,Duplass Brothers Productions,R
https://www.imdb.com/title/tt5595168/,,"$119,801","$5,725,482",Square Visual Works Co. Ltd.,PG-13
https://www.imdb.com/title/tt2235108/,,"$347,959","$4,633,961",Code Red,R
https://www.imdb.com/title/tt1389072/,"$68,000,000","$4,954,287","$55,003,890",Paramount Pictures,R
https://www.imdb.com/title/tt4284010/,,,,Moxie Firecracker Films,Not Rated
https://www.imdb.com/title/tt4116284/,"$80,000,000","$53,003,468","$311,950,384",Animal Logic,PG
https://www.imdb.com/title/tt11454066/,,,,Carbon,R
https://www.imdb.com/title/tt4558200/,"$3,600,000","$2,468","$3,868",Brittany House Pictures,R
https://www.imdb.com/title/tt2461150/,"$25,000,000","$6,541,205","$29,674,699",Broadway Video,PG-13
https://www.imdb.com/title/tt1661199/,"$95,000,000","$67,877,361","$542,358,331",Allison Shearmur Productions,PG
https://www.imdb.com/title/tt0859635/,"$13,500,000","$15,181,624","$31,626,386",Votiv Films,R
https://www.imdb.com/title/tt2281587/,"$50,000,000","$17,005,126","$80,383,113",Walt Disney Pictures,PG
https://www.imdb.com/title/tt1392170/,"$78,000,000","$152,535,747","$694,394,724",Lionsgate,PG-13
https://www.imdb.com/title/tt5884784/,"$2,300,000",,"$19,513",Fortress Features,R
https://www.imdb.com/title/tt1837709/,"$60,000,000","$7,297,694","$30,800,231",Village Roadshow Pictures,PG-13
https://www.imdb.com/title/tt5442456/,,,"$5,805,201",Fundamental Films,R
https://www.imdb.com/title/tt1569923/,,,,DC Entertainment,PG-13
https://www.imdb.com/title/tt3317522/,,"$13,363","$41,853",Zipper Bros Films,Not Rated
https://www.imdb.com/title/tt2515086/,"$10,000,000","$15,815,497","$68,567,841",Fulwell 73,PG
https://www.imdb.com/title/tt11394298/,,,"$43,158",Micromundo Producciones,Not Rated
https://www.imdb.com/title/tt3067274/,"$130,000",,,Astron-6,Not Rated
https://www.imdb.com/title/tt3496372/,,,,Darius Films,PG-13
https://www.imdb.com/title/tt3560148/,,,,Lone Suspect,R
https://www.imdb.com/title/tt4126438/,,"$5,191","$121,827",Cuba Pictures,R
https://www.imdb.com/title/tt2693580/,,"$2,451","$138,535",Beachside Films,Not Rated
https://www.imdb.com/title/tt9898858/,,,,Pacific Electric Picture Company,TV-MA
https://www.imdb.com/title/tt3508840/,"$15,000,000","$47,892","$11,991,669",SpotFilms,Not Rated
https://www.imdb.com/title/tt9207616/,,,"$2,761,258",Lionsgate,R
https://www.imdb.com/title/tt2179121/,,,"$31,303,580",Chapter 2,PG
https://www.imdb.com/title/tt3111426/,,,,Archer Gray,R
https://www.imdb.com/title/tt1555093/,"£850,000",,,Sterling Pictures Ltd.,Not Rated
https://www.imdb.com/title/tt5116410/,,,"$101,987",Go-Valley,TV-14
https://www.imdb.com/title/tt1308729/,"$45,000,000","$4,548,201","$21,947,209",IM Global,R
https://www.imdb.com/title/tt7153766/,"$1,500,000","$3,762,145","$14,293,601",Fingerprint Releasing,R
https://www.imdb.com/title/tt6105098/,"$260,000,000","$191,770,759","$1,657,870,986",Walt Disney Pictures,PG
https://www.imdb.com/title/tt3231054/,"$20,000,000","$11,801,271","$46,771,565",LD Entertainment,PG-13
https://www.imdb.com/title/tt1598828/,"$40,000,000","$11,515,790","$38,084,162",Lakeshore Entertainment,PG-13
https://www.imdb.com/title/tt2446042/,"$48,000,000","$39,201,657","$326,479,141",EuropaCorp,PG-13
https://www.imdb.com/title/tt1698648/,,"$694,447","$2,085,617",Maven Pictures,PG-13
https://www.imdb.com/title/tt0985694/,"$10,500,000","$11,416,164","$45,491,656",Overnight Films,R
https://www.imdb.com/title/tt1541995/,"$6,000,000","$134,005","$11,348,205",IDG China Media,PG-13
https://www.imdb.com/title/tt5960374/,,"$155,714","$1,399,272",Bold Films,R
https://www.imdb.com/title/tt2714380/,,"$159,143","$2,297,261",Affirm Films,PG-13
https://www.imdb.com/title/tt1615065/,"$45,000,000","$16,016,910","$82,966,152",Ixtlan,R
https://www.imdb.com/title/tt8544498/,,"$8,170,315","$14,690,514",Warner Bros.,R
https://www.imdb.com/title/tt0376136/,"$45,000,000","$5,135,369","$30,134,958",GK Films,R
https://www.imdb.com/title/tt4651520/,"$20,000,000","$23,817,340","$183,936,074",STX Entertainment,R
https://www.imdb.com/title/tt1899353/,"$1,100,000","$213,785","$9,148,519",Pt. Merantau Films,R
https://www.imdb.com/title/tt1562568/,"$2,000,000","$21,495","$1,043,262",Authentic Management Productions,R
https://www.imdb.com/title/tt8172466/,,,,1440 Productions UK,R
https://www.imdb.com/title/tt2626350/,"$45,000,000","$6,469,857","$86,165,646",Summit Entertainment,PG-13
https://www.imdb.com/title/tt2920808/,"$1,000,000","$21,482","$413,567",Park Pictures,R
https://www.imdb.com/title/tt1935302/,,,"$306,004",Vertigo Films,R
https://www.imdb.com/title/tt2331047/,,,"$70,124",First Point Entertainment,PG-13
https://www.imdb.com/title/tt2387559/,"$26,000,000","$7,944,977","$53,120,346",Dreamworks Pictures,PG-13
https://www.imdb.com/title/tt1172049/,"$10,000,000","$1,100,042","$4,366,460",Black Label Media,R
https://www.imdb.com/title/tt7671414/,,,"$4,279",Blumhouse Productions,TV-MA
https://www.imdb.com/title/tt1837562/,,"$100,847","$4,779,170",Ecosse Films,PG-13
https://www.imdb.com/title/tt5816374/,,"$29,013","$248,370",Mister Lister Films,R
https://www.imdb.com/title/tt3627704/,,,,Silver Sphere Corporation,Not Rated
https://www.imdb.com/title/tt2724064/,"$1,000,000",,,Southward Films,TV-14
https://www.imdb.com/title/tt1414382/,"$20,000,000","$8,407,513","$32,054,369",Touchstone Pictures,PG
https://www.imdb.com/title/tt6211976/,,,"$83,012",Badlands Entertainment,R
https://www.imdb.com/title/tt10253466/,,,,Papa Octopus Productions,TV-14
https://www.imdb.com/title/tt6850820/,"$25,000,000","$13,423,255","$53,918,723",STX Films,R
https://www.imdb.com/title/tt4000956/,,"$9,699","$14,218",Broadway Video,R
https://www.imdb.com/title/tt1592525/,"$20,000,000","$6,231,836","$32,948,113",EuropaCorp,PG-13
https://www.imdb.com/title/tt2295722/,"$4,500,000","$8,691","$267,476",Strohberry Films,R
https://www.imdb.com/title/tt6251390/,,"$3,957","$6,291",180 Degrees,Not Rated
https://www.imdb.com/title/tt1219827/,"$110,000,000","$18,676,033","$169,846,945",Paramount Pictures,PG-13
https://www.imdb.com/title/tt4530422/,"$38,000,000","$10,202,108","$41,657,844",Bad Robot,R
https://www.imdb.com/title/tt2101441/,"$5,000,000","$263,002","$32,170,399",Muse Productions,R
https://www.imdb.com/title/tt1230204/,,,"$70,627,617",nWave Pictures,PG
https://www.imdb.com/title/tt1767382/,"$2,000,000","$6,661,234","$16,527,747",Elle Driver,R
https://www.imdb.com/title/tt1654523/,"€7,700,000",,"$12,020,387",Studio Hamburg Filmproduktion,R
https://www.imdb.com/title/tt1426329/,"$10,000,000","$184,536","$1,585,583",Millennium Films,R
https://www.imdb.com/title/tt0945513/,"$32,000,000","$14,812,094","$147,332,697",Summit Entertainment,PG-13
https://www.imdb.com/title/tt4326444/,"€1,350,000","$64,044","$22,546,233",Echo Lake Entertainment,R
https://www.imdb.com/title/tt3451230/,,"$40,708","$2,093,725",Riviera Films,PG
https://www.imdb.com/title/tt5463162/,"$110,000,000","$125,507,153","$786,470,484",Twentieth Century Fox,R
https://www.imdb.com/title/tt1931435/,"$35,000,000","$7,591,663","$46,522,137",Two Ton Films,R
https://www.imdb.com/title/tt8119752/,,"$19,017","$21,041,950",,Not Rated
https://www.imdb.com/title/tt5442430/,"$58,000,000","$12,501,936","$100,541,806",Columbia Pictures,R
https://www.imdb.com/title/tt5628902/,"$5,000,000",,,Back 40 Pictures,Not Rated
https://www.imdb.com/title/tt4799066/,"$2,800,000","$4,003,993","$27,365,467",Boies / Schiller Film Group,PG-13
https://www.imdb.com/title/tt4209788/,"$30,000,000","$2,349,967","$59,284,015",STX Entertainment,R
https://www.imdb.com/title/tt7541106/,,,"$16,125",1BR Movie,TV-MA
https://www.imdb.com/title/tt8186318/,"$5,000,000","$8,146,533","$38,026,103",Affirm Films,PG
https://www.imdb.com/title/tt1921149/,,"$10,230","$4,809,022",Working Title Films,R
https://www.imdb.com/title/tt5246700/,"$20,000,000",,,Paul Schiff Productions,TV-MA
https://www.imdb.com/title/tt8632862/,"$5,000,000","$3,008,563","$6,674,168",State Run Films,R
https://www.imdb.com/title/tt8266310/,"$15,000,000","$4,333,305","$18,096,691",New Line Cinema,PG-13
https://www.imdb.com/title/tt5805768/,,,"$28,657",Spray Filmes,TV-PG
https://www.imdb.com/title/tt2178941/,,"$63,410","$6,889,185",Schramm Film Koerner & Weber,PG-13
https://www.imdb.com/title/tt4494718/,,"$25,472","$1,677,835",Potboiler Productions,R
https://www.imdb.com/title/tt2380307/,"$175,000,000","$50,802,605","$807,817,888",Walt Disney Pictures,PG
https://www.imdb.com/title/tt8923484/,,,,Good Gravy Films,R
https://www.imdb.com/title/tt2392748/,,,,Lighthouse Pictures,R
https://www.imdb.com/title/tt5577494/,,"$35,444","$364,952",ACE Pictures Entertainment,R
https://www.imdb.com/title/tt3278330/,"€12,000,000","$8,871","$5,497,104",Archimede,R
https://www.imdb.com/title/tt3530002/,"$25,000,000","$9,880,536","$52,395,996",Columbia Pictures,R
https://www.imdb.com/title/tt1912398/,,"$27,308","$393,880",Darko Entertainment,R
https://www.imdb.com/title/tt1833116/,,"$133,475","$2,927,708",thefyzz,R
https://www.imdb.com/title/tt1509788/,"$3,000,000",,,Prominent Pictures,Unrated
https://www.imdb.com/title/tt2094018/,"$4,000,000",,"$801,983",The Safran Company,PG-13
https://www.imdb.com/title/tt3603808/,,,"$269,458",Campfire,TV-MA
https://www.imdb.com/title/tt1674771/,"$30,000,000","$10,283,250","$49,263,404",Warner Bros.,R
https://www.imdb.com/title/tt9775360/,,,,Warner Bros. Animation,PG-13
https://www.imdb.com/title/tt3605418/,"$2,500,000","$18,623","$5,567,103",Black Bear Pictures,R
https://www.imdb.com/title/tt11358398/,,"$16,514","$34,664,900",Gemstone Pictures,Not Rated
https://www.imdb.com/title/tt3177316/,"$1,000,000","$4,131","$24,343",Fewlas Entertainment,R
https://www.imdb.com/title/tt8781414/,,"$161,543","$368,410",Amazing,R
https://www.imdb.com/title/tt1865505/,"€5,300,000","$21,910","$4,190,884",Backup Media,PG
https://www.imdb.com/title/tt7530986/,"€5,000,000",,"$4,139,139",Moby Dick Films,TV-14
https://www.imdb.com/title/tt5089534/,,"$4,809","$20,657",Maven Pictures,Not Rated
https://www.imdb.com/title/tt4855748/,"$3,000,000",,,Joe Russell Productions,TV-MA
https://www.imdb.com/title/tt2193418/,,$164,"$7,343",Vertigo Films,R
https://www.imdb.com/title/tt10627720/,,"$1,015,755","$726,063,471",Coco Cartoon,Not Rated
https://www.imdb.com/title/tt4532826/,"$100,000,000","$9,195,670","$86,493,046",Summit Entertainment,PG-13
https://www.imdb.com/title/tt3569356/,"$800,000","$10,329","$36,026",Point Park University,Not Rated
https://www.imdb.com/title/tt4925292/,"$10,000,000","$364,437","$78,966,486",IAC Films,R
https://www.imdb.com/title/tt2395199/,"$5,000,000",,,After Dark Films,R
