link,budget,opening_weekend_gross,box_office_gross,studio,mpaa_rating
https://www.imdb.com/title/tt3622592/,"$12,000,000","$12,650,140","$85,512,300",Fox 2000 Pictures,PG-13
https://www.imdb.com/title/tt1318517/,"€17,000,000",,"$2,390,383",Alacran Pictures,Not Rated
https://www.imdb.com/title/tt1857913/,"HK$200,000,000","$5,530","$29,668,475",Juli Entertainment Media,PG-13
https://www.imdb.com/title/tt4912910/,"$178,000,000","$61,236,534","$791,657,398",Paramount Pictures,PG-13
https://www.imdb.com/title/tt2848292/,"$29,000,000","$69,216,890","$287,144,079",Brownstone Productions (II),PG-13
https://www.imdb.com/title/tt1790834/,,"$5,054","$27,740",FilmHaven Entertainment,Not Rated
https://www.imdb.com/title/tt1656190/,"$30,000,000","$7,892,539","$41,564,670",IM Global,R
https://www.imdb.com/title/tt1590950/,,,,Giant Films,Not Rated
https://www.imdb.com/title/tt1137470/,"$26,000,000",,"$24,487",K. JAM Media,PG-13
https://www.imdb.com/title/tt1596363/,"$28,000,000","$705,527","$133,440,870",Paramount Pictures,R
https://www.imdb.com/title/tt5806558/,,,,Water's End Productions,R
https://www.imdb.com/title/tt4824308/,"$5,000,000","$7,623,662","$24,487,848",Pure Flix Productions,PG
https://www.imdb.com/title/tt1255919/,"$42,000,000","$7,411,522","$40,466,970",Columbia Pictures,PG-13
https://www.imdb.com/title/tt7945450/,,,"$119,354",21 Unofilm,TV-MA
https://www.imdb.com/title/tt2331143/,,"$16,044","$37,170,163",Amuse,Not Rated
https://www.imdb.com/title/tt11394200/,,,,BBC Storyville,TV-MA
https://www.imdb.com/title/tt5316540/,,,"$60,040",Jewson Film,TV-MA
https://www.imdb.com/title/tt9252488/,,"$88,306","$615,113",AGC Studios,R
https://www.imdb.com/title/tt1535970/,"$10,000,000","$5,176","$1,247,188",Foresight Unlimited,R
https://www.imdb.com/title/tt2486678/,,"$18,006","$674,579",Demarest Films,R
https://www.imdb.com/title/tt3687186/,,"$16,862","$84,417",Iconoclast,R
https://www.imdb.com/title/tt5717492/,,,,Rumble Films (II),TV-MA
https://www.imdb.com/title/tt1999987/,,"$15,324","$500,207",Indian Paintbrush,R
https://www.imdb.com/title/tt4536768/,,,"$135,532",Storm Vision Entertainment,Not Rated
https://www.imdb.com/title/tt5198670/,,"$7,000","$59,717",Big Indie Pictures,R
https://www.imdb.com/title/tt7320482/,,,"$142,725",Man Makes a Picture Productions,Not Rated
https://www.imdb.com/title/tt1547230/,"$20,000,000","$6,076,859","$15,691,640",Relativity Media,PG
https://www.imdb.com/title/tt4348012/,,,,Circle of Confusion,Unrated
https://www.imdb.com/title/tt2528814/,"$2,000,000","$9,217,013","$64,676,349",Pure Flix Productions,PG
https://www.imdb.com/title/tt7288408/,,,,American Dream Labs,Unrated
https://www.imdb.com/title/tt0844993/,"$30,000,000","$4,108,630","$29,985,033",The Weinstein Company,PG
https://www.imdb.com/title/tt2709768/,"$75,000,000","$104,352,905","$875,458,631",Universal Pictures,PG
https://www.imdb.com/title/tt3850496/,,"$2,403","$374,704",Lucia Films,R
https://www.imdb.com/title/tt4104022/,,"$31,262","$177,338",Beachside Films,R
https://www.imdb.com/title/tt1430607/,"$100,000,000","$12,068,931","$147,421,719",Aardman Animations,PG
https://www.imdb.com/title/tt1507002/,,,"$2,049",Off the Chart Entertainment,R
https://www.imdb.com/title/tt1518812/,"$2,000,000","$20,024","$1,205,257",Evenstar Films,PG
https://www.imdb.com/title/tt1801552/,"$10,000,000","$1,719,902","$6,412,349",Emmett/Furla/Oasis Films (EFO Films),R
https://www.imdb.com/title/tt3908142/,,"$17,980","$246,218",Anna Biller Productions,Unrated
https://www.imdb.com/title/tt1836987/,,"$29,140","$967,672",Head Gear Films,R
https://www.imdb.com/title/tt7149066/,,,"$178,887",The Project,Not Rated
https://www.imdb.com/title/tt1821694/,"$84,000,000","$18,048,422","$148,075,565",Summit Entertainment,PG-13
https://www.imdb.com/title/tt1767372/,,,"$6,034,851",Lagniappe Films,R
https://www.imdb.com/title/tt4694544/,,,"$855,888",Movie Trailer House,Not Rated
https://www.imdb.com/title/tt0758752/,"$30,000,000","$9,739,161","$102,820,008",Fox 2000 Pictures,R
https://www.imdb.com/title/tt1809398/,"$65,000,000","$30,621,445","$161,459,297",3 Arts Entertainment,PG-13
https://www.imdb.com/title/tt8972256/,,"$24,163","$1,460,431",Film4,R
https://www.imdb.com/title/tt0478970/,"$130,000,000","$57,225,526","$519,311,965",Gary Sanchez Productions,PG-13
https://www.imdb.com/title/tt1311076/,,,,Daredevil Films,TV-MA
https://www.imdb.com/title/tt3553442/,"$35,000,000","$7,450,275","$24,972,139",Broadway Video,R
https://www.imdb.com/title/tt5865326/,,,,Anonymous Content,R
https://www.imdb.com/title/tt8031422/,,,,Syfy,TV-14
https://www.imdb.com/title/tt1285016/,"$40,000,000","$22,445,653","$224,920,375",Columbia Pictures,PG-13
https://www.imdb.com/title/tt6069126/,,,"$390,881",Lorton Entertainment,Unrated
https://www.imdb.com/title/tt6874254/,,"$11,719","$242,847",Cannon and Morley Productions,Unrated
https://www.imdb.com/title/tt3139072/,,,,DC Entertainment,PG-13
https://www.imdb.com/title/tt7350614/,,,,Godmother Industries,Not Rated
https://www.imdb.com/title/tt2093995/,"$1,000,000",,"$669,247",Yeniceri Produksiyon A.S.,TV-14
https://www.imdb.com/title/tt1424381/,"$40,000,000","$24,760,882","$127,233,108",Twentieth Century Fox,R
https://www.imdb.com/title/tt8328716/,,,,Battle Mountain Films,R
https://www.imdb.com/title/tt1800302/,"$20,000,000","$3,471,316","$14,880,939",Black Bear Pictures,R
https://www.imdb.com/title/tt1139328/,"$45,000,000","$183,009","$60,331,447",R.P. Productions,PG-13
https://www.imdb.com/title/tt7241926/,,,"$151,107",Motion Picture Capital,TV-MA
https://www.imdb.com/title/tt2893490/,"$4,000,000","$11,227","$459,636",Worldview Entertainment,PG-13
https://www.imdb.com/title/tt1470024/,,"$6,472","$245,833",BV McCann-Erickson,Unrated
https://www.imdb.com/title/tt1472584/,"$10,000,000","$2,182,216","$6,272,403",Dolphin Entertainment,PG-13
https://www.imdb.com/title/tt4154916/,"$30,000,000","$2,375,325","$9,330,075",Company Films,PG-13
https://www.imdb.com/title/tt10589914/,,,,Netflix,TV-MA
https://www.imdb.com/title/tt1602613/,"$4,800,000","$313,958","$10,639,616",Space Rocket Nation,R
https://www.imdb.com/title/tt2785032/,,"$3,118","$601,162",Head Gear Films,Not Rated
https://www.imdb.com/title/tt2203939/,"$40,000,000","$24,763,752","$196,710,396",Twentieth Century Fox,PG-13
https://www.imdb.com/title/tt4443658/,,"$12,569","$176,288",Storm Vision Entertainment,R
https://www.imdb.com/title/tt1545106/,"$16,000,000",$548,"$92,748",Lucky Monkey Pictures,PG-13
https://www.imdb.com/title/tt4871980/,"$5,000,000","$4,294,232","$10,414,738",Codeblack Films,R
https://www.imdb.com/title/tt6652708/,,"$2,689,677","$7,414,178",Pure Flix Productions,PG
https://www.imdb.com/title/tt2409818/,"€3,000,000",,"$550,108",Apaches Entertainment,Not Rated
https://www.imdb.com/title/tt5117670/,"$50,000,000","$25,010,928","$351,496,066",Columbia Pictures,PG
https://www.imdb.com/title/tt2106361/,"$50,000,000","$17,346,427","$161,502,194",Broken Road Productions,PG-13
https://www.imdb.com/title/tt7545566/,,"$18,065","$287,307",Bow and Arrow Entertainment,R
https://www.imdb.com/title/tt1302067/,"$80,000,000","$16,411,322","$203,509,374",Warner Bros.,PG
https://www.imdb.com/title/tt1588878/,"$3,500,000",,,Eclectic Pictures,R
https://www.imdb.com/title/tt6523720/,"kr52,100,000","$3,256","$13,837,294",Fantefilm,PG-13
https://www.imdb.com/title/tt6803212/,"$5,000,000","$2,338,669","$5,288,011",Blumhouse Productions,R
https://www.imdb.com/title/tt6518270/,,"$5,212","$23,515",Park Pictures,R
https://www.imdb.com/title/tt3910736/,,,"$2,480",Salty Film,R
https://www.imdb.com/title/tt2222042/,,"$270,302","$1,122,066",Paramount Pictures,PG-13
https://www.imdb.com/title/tt8201170/,,,,Ace Entertainment,TV-14
https://www.imdb.com/title/tt1532503/,"$3,200,000","$141,340","$14,311,701",Olympus Pictures,R
https://www.imdb.com/title/tt5460522/,"$2,000,000",,"$16,754",Black Bicycle Entertainment,R
https://www.imdb.com/title/tt6556576/,,,,Automatik Entertainment,Unrated
https://www.imdb.com/title/tt1701990/,"$10,000,000",,,Detention Films (II),R
https://www.imdb.com/title/tt3513548/,"$45,000,000","$4,705,265","$43,745,542",Appian Way,R
https://www.imdb.com/title/tt5153236/,,"$17,141","$6,335,171",Ecosse Films,PG-13
https://www.imdb.com/title/tt3393786/,"$60,000,000","$22,872,490","$162,146,076",Paramount Pictures,PG-13
https://www.imdb.com/title/tt1640548/,"$12,000,000","$60,446","$1,567,905",Lightstream Entertainment,R
https://www.imdb.com/title/tt1843287/,,"$21,813","$562,878",Centre National du Cinéma et de l'Image Animée,Not Rated
https://www.imdb.com/title/tt9425078/,"$1,000,000",,,Dark Risen Pictures,Not Rated
https://www.imdb.com/title/tt2720680/,"€10,500,000","$4,651","$1,363,964",Zentropa Entertainments,R
https://www.imdb.com/title/tt1846487/,,"$7,072","$3,350,996",Fandango,R
https://www.imdb.com/title/tt6320628/,"$160,000,000","$92,579,212","$1,131,927,996",Columbia Pictures,PG-13
https://www.imdb.com/title/tt1996264/,"$850,000","$143,935","$1,386,088",AdScott Pictures,R
https://www.imdb.com/title/tt4955566/,,,"$35,842",Let It Play,TV-MA
https://www.imdb.com/title/tt2975578/,"$9,000,000","$29,816,675","$111,928,365",Universal Pictures,R
https://www.imdb.com/title/tt3305308/,,"$1,620","$517,197",Potboiler Productions,R
https://www.imdb.com/title/tt6921996/,"$25,000,000","$1,638,895","$158,972,499",Universal Pictures,PG
https://www.imdb.com/title/tt4769214/,"£5,400,000",,"$659,920",Whisky Galore Movie Ltd,TV-14
https://www.imdb.com/title/tt5065822/,,,,On the Corner Films,PG-13
https://www.imdb.com/title/tt2388986/,,,,Pressman Film,TV-MA
https://www.imdb.com/title/tt1625340/,,,,Bauman Entertainment,TV-14
https://www.imdb.com/title/tt6859762/,,"$401,563","$1,824,902",Pathé,R
https://www.imdb.com/title/tt2238050/,,"$6,302","$469,701",Desperate Pictures,R
https://www.imdb.com/title/tt8949056/,,,$305,Maiden Voyage,R
https://www.imdb.com/title/tt8267604/,"$4,000,000","$24,988","$64,417,003",Mooz Films,R
https://www.imdb.com/title/tt1742683/,,,,Deuce Three Productions,TV-MA
https://www.imdb.com/title/tt2083355/,"$17,000,000","$30,107,555","$72,835,710",Universal Pictures,R
https://www.imdb.com/title/tt1830713/,,,,Epic Pictures Group,PG-13
https://www.imdb.com/title/tt3317208/,,"$6,747","$78,270",Grand Schema,R
https://www.imdb.com/title/tt6612946/,,,,Stoopid Buddy Stoodios,R
https://www.imdb.com/title/tt1618434/,,,,Netflix,PG-13
https://www.imdb.com/title/tt4936176/,"$20,000,000",,,,TV-MA
https://www.imdb.com/title/tt8415352/,,,"$19,569",Skyline Entertainment,R
https://www.imdb.com/title/tt3878542/,"$3,500,000",,,Warner Bros. Animation,PG-13
https://www.imdb.com/title/tt5649144/,"$2,000,000","$157,553","$10,971,298",Cre Film,R
https://www.imdb.com/title/tt0787474/,"$60,000,000","$17,275,239","$108,255,770",Focus Features,PG
https://www.imdb.com/title/tt2039338/,"$19,000,000","$6,574,326","$45,158,254",Columbia Pictures,PG-13
https://www.imdb.com/title/tt5208216/,,"$65,882","$3,285,916",Amazon Studios,PG
https://www.imdb.com/title/tt2463288/,,"$39,751","$8,122,990",Focus World,R
https://www.imdb.com/title/tt8228288/,,,"$1,090,116",Basque Films,TV-MA
https://www.imdb.com/title/tt1802197/,,,"$7,832,142",EuropaCorp,R
https://www.imdb.com/title/tt3741632/,,,"$10,472,180",Indiana Production,R
https://www.imdb.com/title/tt0803096/,"$160,000,000","$24,166,110","$439,048,914",Legendary Entertainment,PG-13
https://www.imdb.com/title/tt4778988/,"$26,000,000","$1,110,565","$2,510,151",Acacia Filmed Entertainment,R
https://www.imdb.com/title/tt1772240/,"$5,000,000","$8,704,271","$26,236,153",Dimension Films,PG-13
https://www.imdb.com/title/tt4046784/,"$61,000,000","$30,316,510","$312,296,056",Gotham Group,PG-13
https://www.imdb.com/title/tt1230215/,"$20,000,000","$19,182","$636,399",Chase Films,R
https://www.imdb.com/title/tt6412452/,,,,Annapurna Pictures,R
https://www.imdb.com/title/tt0458481/,"$65,000,000","$6,317,683","$39,407,616",Aldamisa Entertainment,R
https://www.imdb.com/title/tt4538916/,"£5,400,000","$60,132","$15,775,555",Eclipse Films,PG-13
https://www.imdb.com/title/tt5253282/,,,"$106,212",Matt Baer Films,Unrated
https://www.imdb.com/title/tt2568862/,"$25,000,000","$11,932,330","$84,918,541",De Line Pictures,PG-13
https://www.imdb.com/title/tt5091530/,,,,Villainess Productions,Not Rated
https://www.imdb.com/title/tt6218010/,"$49,000,000",,"$8,685,794",Aldamisa Entertainment,PG-13
https://www.imdb.com/title/tt4555426/,"$30,000,000","$175,006","$150,847,274",Focus Features,PG-13
https://www.imdb.com/title/tt0810922/,"$23,000,000","$3,464,679","$7,550,073",Rogue Pictures,R
https://www.imdb.com/title/tt0790736/,"$130,000,000","$12,691,415","$78,324,220",Universal Pictures,PG-13
https://www.imdb.com/title/tt2347569/,,"$137,398","$9,058,065",Pine District Pictures,R
https://www.imdb.com/title/tt4511200/,,"$9,628","$416,389",Bayerischer Rundfunk (BR),Not Rated
https://www.imdb.com/title/tt6302164/,,,"$8,120",Productions Guérilla (GOD),R
https://www.imdb.com/title/tt3457508/,,,"$19,532",Cover Films,R
https://www.imdb.com/title/tt1179933/,"$15,000,000","$24,727,437","$110,216,998",Paramount Pictures,PG-13
https://www.imdb.com/title/tt2345567/,,,"$1,489,366",Wild Bunch,Not Rated
https://www.imdb.com/title/tt7394674/,"$5,500,000",,"$10,926",Prospector Films,Not Rated
https://www.imdb.com/title/tt9243946/,,,,Netflix,TV-MA
https://www.imdb.com/title/tt2040560/,"$400,000",,"$5,664,404",Preferred Content,R
https://www.imdb.com/title/tt4653586/,,,,The Film Community,Not Rated
https://www.imdb.com/title/tt1562872/,"रू550,000,000","$960,548","$5,192,743",Eros International,Not Rated
https://www.imdb.com/title/tt8367184/,,,"$249,072",Lakeshore Entertainment,R
https://www.imdb.com/title/tt3032282/,"$2,000,000",,,Gobsmack,R
https://www.imdb.com/title/tt6257174/,,"$48,638","$1,474,577",Beachside Films,Not Rated
https://www.imdb.com/title/tt3491962/,"$1,150,000",,,No Remake Pictures,R
https://www.imdb.com/title/tt0842926/,"$4,000,000","$491,971","$34,758,951",Focus Features,R
https://www.imdb.com/title/tt0993842/,"$30,000,000","$12,370,549","$63,782,078",Focus Features,PG-13
https://www.imdb.com/title/tt1053810/,"$41,000,000","$3,251,884","$8,179,416",Fox 2000 Pictures,PG
https://www.imdb.com/title/tt3318750/,,"$36,657","$108,808",Burn Later Productions,R
https://www.imdb.com/title/tt1529572/,"$4,000,000","$58,214","$595,802",Millennium Films,R
https://www.imdb.com/title/tt8951086/,,,"$1,041,948",Epiphany,Not Rated
https://www.imdb.com/title/tt1655460/,,"$6,526,650","$23,812,816",A Hot Dog,R
https://www.imdb.com/title/tt3328716/,,,"$7,646,673",ACTF,Not Rated
https://www.imdb.com/title/tt1305591/,"$150,000,000","$6,914,488","$39,233,678",Walt Disney Pictures,PG
https://www.imdb.com/title/tt8085790/,"$20,000,000","$15,405,455","$49,000,667",Universal Pictures,PG-13
https://www.imdb.com/title/tt6515910/,,$839,"$129,603",Creative Alliance,Not Rated
https://www.imdb.com/title/tt2381991/,"$115,000,000","$19,445,035","$164,989,338",Universal Pictures,PG-13
https://www.imdb.com/title/tt1839482/,,,,Aberration Films,Not Rated
https://www.imdb.com/title/tt8637428/,,"$355,662","$23,076,657",Big Beach Films,PG
https://www.imdb.com/title/tt4048668/,,"$14,827","$20,555",Torn Sky Entertainment,TV-MA
https://www.imdb.com/title/tt1781827/,"$20,000,000","$1,751,388","$4,978,353",Fuego Films,R
https://www.imdb.com/title/tt2402603/,,,"$561,369",Benaroya Pictures,TV-MA
https://www.imdb.com/title/tt2554270/,,,"$36,531,605",CJ Entertainment,Not Rated
https://www.imdb.com/title/tt1469304/,"$69,000,000","$18,503,871","$177,856,751",Paramount Pictures,R
https://www.imdb.com/title/tt9018916/,,"$8,552","$7,883,200",Taewon Entertainment,Not Rated
https://www.imdb.com/title/tt2692250/,"$127,000,000","$17,100,520","$363,204,635",Twentieth Century Fox,PG
https://www.imdb.com/title/tt3344922/,,"$1,869","$549,823",Wildside,Unrated
https://www.imdb.com/title/tt0938283/,"$150,000,000","$40,325,019","$319,713,881",Paramount Pictures,PG
https://www.imdb.com/title/tt1935859/,"$110,000,000","$28,871,140","$296,482,446",Twentieth Century Fox,PG-13
https://www.imdb.com/title/tt4846232/,"$4,500,000","$125,101","$3,283,369",Elara Pictures,R
https://www.imdb.com/title/tt2201251/,"$4,000,000",,,Vertical Entertainment,R
https://www.imdb.com/title/tt2402927/,"$11,800,000","$253,510","$40,272,135",The Weinstein Company,R
https://www.imdb.com/title/tt5340300/,,"$46,975","$2,443,584",Film4,R
https://www.imdb.com/title/tt5814534/,"$100,000,000","$13,354,798","$171,616,764",Blue Sky Studios,PG
https://www.imdb.com/title/tt5740866/,,"$1,265,572","$4,605,123",Lisa Erspamer Entertainment,R
https://www.imdb.com/title/tt4272866/,,"$274,247","$49,768,644",Chukyo TV Broadcasting Company (CTV),PG-13
https://www.imdb.com/title/tt2473510/,"$10,000,000","$8,070,493","$78,903,124",Paramount Pictures,R
https://www.imdb.com/title/tt2402157/,"$15,000,000","$7,911,597","$39,661,919",Relativity Media,R
https://www.imdb.com/title/tt5979872/,"$3,598,902",,"$3,729,856",Warner Bros.,TV-14
https://www.imdb.com/title/tt3043252/,"$2,700,000",,"$1,584,153",Airan Consultants,Not Rated
https://www.imdb.com/title/tt1308728/,"$40,000,000","$9,532,425","$27,506,452",STX Entertainment,R
https://www.imdb.com/title/tt2190467/,,,,Aloupis Productions,R
https://www.imdb.com/title/tt1860353/,"$135,000,000","$21,312,625","$282,570,682",DreamWorks Animation,PG
https://www.imdb.com/title/tt3469046/,"$80,000,000","$72,434,025","$1,034,800,131",Illumination Entertainment,PG
https://www.imdb.com/title/tt2315582/,,"$6,120","$508,169",BRON Studios,R
https://www.imdb.com/title/tt10767168/,,,"$294,404",El Ministerio de Cultura Y Deportes de Guatamala,Not Rated
https://www.imdb.com/title/tt10481868/,"$5,000,000","$4,240,245","$18,529,730",Universal Pictures,PG-13
https://www.imdb.com/title/tt2620590/,,,"$1,476,843",Campbell Grobman Films,R
https://www.imdb.com/title/tt4761916/,"$1,000,000","$3,653,035","$16,024,987",Bazelevs Production,R
https://www.imdb.com/title/tt2172071/,,"$326,508","$10,113,993",Dharma Productions,Not Rated
https://www.imdb.com/title/tt1401152/,"$30,000,000","$21,856,389","$135,710,029",Dark Castle Entertainment,PG-13
https://www.imdb.com/title/tt8033592/,,,"$209,221,380",,Not Rated
https://www.imdb.com/title/tt2317225/,"$1,000,000",,"$205,715",Red & Black Films,R
https://www.imdb.com/title/tt6744044/,,,,,TV-14
https://www.imdb.com/title/tt2382396/,"$4,000,000","$105,881","$2,431,443",Worldview Entertainment,R
https://www.imdb.com/title/tt8305806/,"$1,200,000","$65,908","$4,344,913",Cailleach Productions,Not Rated
https://www.imdb.com/title/tt0427152/,"$69,000,000","$23,527,839","$86,855,739",Paramount Pictures,PG-13
https://www.imdb.com/title/tt4669296/,,"$27,649","$365,353",Proton Cinema,R
https://www.imdb.com/title/tt1674784/,"$35,000,000","$16,816","$10,117,966",Millennium Films,R
https://www.imdb.com/title/tt1403177/,"$7,000,000","$126,046","$449,702",The Last Picture Company,R
https://www.imdb.com/title/tt2133333/,,,$199,RabbitBandini Productions,R
https://www.imdb.com/title/tt7464188/,,,"$197,592",Rook Films,R
https://www.imdb.com/title/tt1568338/,"$42,000,000","$8,001,932","$47,636,031",Summit Entertainment,PG-13
https://www.imdb.com/title/tt2825596/,,,,SSS Entertainment,Not Rated
https://www.imdb.com/title/tt0978764/,"$82,000,000","$19,058,199","$89,792,502",Warner Bros.,PG-13
https://www.imdb.com/title/tt3623726/,"$18,000,000","$6,610,961","$41,325,328",Clinica Estetico,PG-13
https://www.imdb.com/title/tt2325989/,,,,Disney Channel,Not Rated
https://www.imdb.com/title/tt9185316/,,,"$384,551",Goalpost Pictures,TV-MA
https://www.imdb.com/title/tt1422136/,"$4,000,000",,"$442,550",Carnaby International,R
https://www.imdb.com/title/tt3741700/,"$170,000,000","$47,776,293","$386,600,138",Warner Bros.,PG-13
https://www.imdb.com/title/tt1629757/,"$20,000,000","$2,268,274","$7,942,116",Fox 2000 Pictures,PG
https://www.imdb.com/title/tt4781612/,,,"$282,817",Atomic Features,R
https://www.imdb.com/title/tt2364841/,"$30,000,000","$7,706,712","$62,675,095",New Regency Productions,R
https://www.imdb.com/title/tt1234719/,"$65,000,000","$14,276,668","$50,950,296",FilmDistrict,PG-13
https://www.imdb.com/title/tt1298650/,"$250,000,000","$90,151,958","$1,045,713,802",Walt Disney Pictures,PG-13
https://www.imdb.com/title/tt2023453/,"$22,000,000","$14,623,599","$77,229,695",Fox 2000 Pictures,PG
https://www.imdb.com/title/tt2199571/,"$50,000,000","$11,012,305","$71,561,644",Warner Bros.,R
https://www.imdb.com/title/tt3829920/,"$38,000,000","$6,002,665","$26,351,322",Columbia Pictures,PG-13
https://www.imdb.com/title/tt3896198/,"$200,000,000","$146,510,104","$863,756,051",Marvel Studios,PG-13
https://www.imdb.com/title/tt4758646/,"$60,000,000",,,Hurwitz Creative,TV-MA
https://www.imdb.com/title/tt4763168/,,,,Capital Arts Entertainment,PG-13
https://www.imdb.com/title/tt1283887/,"$5,000,000",,"$3,271",Films In Motion,R
https://www.imdb.com/title/tt1670345/,"$75,000,000","$29,350,389","$351,723,989",Summit Entertainment,PG-13
https://www.imdb.com/title/tt1860242/,"$49,000,000",,,Casey Silver Productions,R
https://www.imdb.com/title/tt1817676/,"$5,000,000","$1,384,078","$4,709,246",Anxiety Productions,PG-13
https://www.imdb.com/title/tt1231587/,"$36,000,000","$14,020,502","$64,780,213",Metro-Goldwyn-Mayer (MGM),R
https://www.imdb.com/title/tt6133130/,,"$736,883","$1,899,615",Strongman,R
https://www.imdb.com/title/tt1728196/,,"$10,920","$5,435,358",Recorded Picture Company (RPC),Not Rated
https://www.imdb.com/title/tt2461520/,,,"$167,085",Mpower Pictures,R
https://www.imdb.com/title/tt0918940/,"$180,000,000","$38,527,856","$356,700,357",Village Roadshow Pictures,PG-13
https://www.imdb.com/title/tt10887902/,,,"$23,898",Yale Productions,Not Rated
https://www.imdb.com/title/tt1606392/,,"$150,362","$11,789,613",Fox Searchlight Pictures,R
https://www.imdb.com/title/tt8816194/,,"$57,998","$117,947",Firefly Films,R
https://www.imdb.com/title/tt6793280/,,,"$516,660",23ten,Unrated
https://www.imdb.com/title/tt4324274/,,,,DC Comics,PG-13
https://www.imdb.com/title/tt5774060/,"$80,000,000","$7,008,297","$40,882,928",Chernin Entertainment,PG-13
https://www.imdb.com/title/tt1667889/,"$95,000,000","$46,629,259","$877,244,782",Blue Sky Studios,PG
https://www.imdb.com/title/tt1322312/,"$32,000,000","$6,884,964","$42,059,111",New Line Cinema,R
https://www.imdb.com/title/tt2918436/,"$3,300,000","$10,203,437","$38,356,892",Blumhouse Productions,PG-13
https://www.imdb.com/title/tt3850214/,"$7,000,000","$6,100,010","$17,986,781",i am OTHER,R
https://www.imdb.com/title/tt8769848/,,"$18,281","$354,103",Symbolic Exchange,PG-13
https://www.imdb.com/title/tt3674140/,,"$44,900","$5,412,466",Decia Films,PG-13
https://www.imdb.com/title/tt1120985/,"$1,000,000","$193,728","$15,440,333",Incentive Filmed Entertainment,R
https://www.imdb.com/title/tt2179116/,,"$58,962","$1,501,595",Big Beach Films,R
https://www.imdb.com/title/tt2226519/,,"$2,843","$28,864",Blumhouse Productions,R
https://www.imdb.com/title/tt7339248/,,"$114,374","$2,414,269",End Cue,R
https://www.imdb.com/title/tt1649444/,"$6,400,000","$3,001","$11,019,975",Filmax,R
https://www.imdb.com/title/tt0803061/,"$8,500,000",,"$21,185,162",Woss Group Film Productions,PG
https://www.imdb.com/title/tt5886046/,"$9,000,000","$18,238,172","$155,712,077",Columbia Pictures,PG-13
https://www.imdb.com/title/tt1865393/,,,"$64,097",Circle of Confusion,R
https://www.imdb.com/title/tt8809652/,,,"$332,731",Emmett/Furla/Oasis Films (EFO Films),R
https://www.imdb.com/title/tt2938956/,"€24,926,736","$7,355,622","$72,629,670",EuropaCorp,PG-13
https://www.imdb.com/title/tt1999890/,"$5,500,000","$5,130,963","$18,160,930",CBS Films,R
https://www.imdb.com/title/tt3567288/,"$5,000,000","$25,427,560","$98,450,062",Blinding Edge Pictures,PG-13
https://www.imdb.com/title/tt7087210/,,"$9,802","$26,284",Backup Media,R
https://www.imdb.com/title/tt8783532/,,,"$14,178,873",Mandarin Films,TV-MA
https://www.imdb.com/title/tt1014763/,"$50,000,000","$621,812","$12,951,093",Summit Entertainment,R
https://www.imdb.com/title/tt1244754/,"$12,500,000","$102,351","$11,104,555",Omega Entertainment,R
https://www.imdb.com/title/tt1741273/,"$19,500,000","$6,652,996","$34,854,990",IM Global,PG-13
https://www.imdb.com/title/tt1959563/,"$30,000,000","$21,384,504","$176,600,207",Summit Entertainment,R
https://www.imdb.com/title/tt1931466/,"$7,000,000",,"$5,661",Divisadero Pictures,R
https://www.imdb.com/title/tt2365580/,"$20,000,000","$3,462,308","$11,025,353",Annapurna Pictures,PG-13
https://www.imdb.com/title/tt1320253/,"$80,000,000","$34,825,135","$274,470,394",Millennium Films,R
https://www.imdb.com/title/tt2717822/,"$70,000,000","$3,901,815","$19,652,057",Forward Pass,R
https://www.imdb.com/title/tt6892462/,,,"$2,747,894",Iconoclast,TV-MA
https://www.imdb.com/title/tt1956620/,"$40,000,000","$14,608,152","$126,069,509",Columbia Pictures,R
https://www.imdb.com/title/tt8613070/,,"$67,344","$10,043,341",Lilies Films,R
https://www.imdb.com/title/tt10287376/,,,"$47,037",Hot Winter Films,Not Rated
https://www.imdb.com/title/tt4786282/,"$4,900,000","$21,688,103","$148,868,835",New Line Cinema,PG-13
https://www.imdb.com/title/tt7831358/,,,,775 Media Corp,Not Rated
https://www.imdb.com/title/tt5814060/,"$22,000,000","$53,807,379","$365,551,694",Atomic Monster,R
https://www.imdb.com/title/tt2338424/,,"$7,331","$282,083",BRON Studios,R
https://www.imdb.com/title/tt5751998/,,,,6 Foot Films,R
https://www.imdb.com/title/tt1742336/,"$125,000","$109,221","$3,242,802",Ada Films,R
https://www.imdb.com/title/tt1937264/,,,"$2,273,746",Sony Pictures Entertainment (SPE),PG-13
https://www.imdb.com/title/tt7945236/,,,$663,El Otro Film,Unrated
https://www.imdb.com/title/tt1220634/,"$60,000,000","$26,650,264","$300,228,084",Screen Gems,R
https://www.imdb.com/title/tt1038686/,"$26,000,000","$17,501,625","$67,918,658",Screen Gems,R
https://www.imdb.com/title/tt3203616/,,,"$6,501,058",Voltage Pictures,PG-13
https://www.imdb.com/title/tt1533013/,,"$16,162","$140,123",First Point Entertainment,R
https://www.imdb.com/title/tt2388637/,,"$26,419","$1,031,243",Sailor Bear,R
https://www.imdb.com/title/tt4085084/,,"$11,699","$460,997",Dharamsala,Unrated
https://www.imdb.com/title/tt6246534/,,,,Moving Picture Institute,TV-14
https://www.imdb.com/title/tt3531202/,"€4,749,500",,"$23,689",Savage Productions,Not Rated
